driver_4,[["c0",0,0,5,5]]
driver_3,[["c0",0,0,5,5]]
driver_2,[["c0",0,0,5,5],["client_004",72,72,5,5],["client_004",80.49,72,1.1,-1.4],["client_006",102,102,5.4,0.4],["client_006",107.62,102,5,5]]
driver_1,[["c0",0,0,5,5],["client_001",32,32,3.7,1.3],["client_001",36.92,32,5,5],["client_002",47,47,5,5],["client_002",53,47,4.9,0],["client_003",64.2,64,-2.7,6.8],["client_003",73.11,64,5,5],["client_005",99,99,5,5],["client_005",105.32,99,1.5,1]]
